geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Adcy10,group2/group1,0.0,1.0,Adcy10,ADCY10 SAC,ADCY10
Adcy2,group2/group1,0.0,1.0,Adcy2,ADCY2 KIAA1060,ADCY2
Adcy3,group2/group1,0.0,1.0,Adcy3,ADCY3 KIAA0511,ADCY3
Adcy4,group2/group1,-2.44,0.454109211763289,Adcy4,ADCY4,ADCY4
Adcy5,group2/group1,-5.34,0.217239808969294,Adcy5,ADCY5,ADCY5
Adcy6,group2/group1,4.65,0.15679179989438,Adcy6,ADCY6 KIAA0422,ADCY6
Adcy7,group2/group1,-7.44,0.0420688192888477,Adcy7,ADCY7 KIAA0037,ADCY7
Adcy8,group2/group1,0.0,1.0,Adcy8,ADCY8,ADCY8
Adcy9,group2/group1,0.0,1.0,Adcy9,ADCY9 KIAA0520,ADCY9
Adcyap1,group2/group1,0.0,1.0,Adcyap1,ADCYAP1,ADCYAP1
Adcyap1r1,group2/group1,0.0,1.0,Adcyap1r1,ADCYAP1R1,ADCYAP1R1
Add1,group2/group1,-0.07,0.944276070096521,Add1,ADD1 ADDA,ADD1
Add2,group2/group1,0.0,1.0,Add2,ADD2 ADDB,ADD2
Add3,group2/group1,-0.22,0.758161932893886,Add3,ADD3 ADDL,ADD3
Adgb,group2/group1,1.82,0.446761279037684,Adgb,ADGB C6orf103 CAPN7L,ADGB
Adgra1,group2/group1,1.6,0.470266616207568,Adgra1,ADGRA1 GPR123 KIAA1828,ADGRA1
Adgra2,group2/group1,0.0,1.0,Adgra2,ADGRA2 GPR124 KIAA1531 TEM5,ADGRA2
Adgra3,group2/group1,-1.39,0.602879062034464,Adgra3,ADGRA3 GPR125 UNQ556/PRO1113,ADGRA3
Adgrb1,group2/group1,0.0,1.0,Adgrb1,ADGRB1 BAI1,ADGRB1
Adgrb2,group2/group1,0.0,1.0,Adgrb2,ADGRB2 BAI2,ADGRB2
Adgrb3,group2/group1,0.0,1.0,Adgrb3,ADGRB3 BAI3 KIAA0550,ADGRB3
Adgrd1,group2/group1,0.0,1.0,Adgrd1,ADGRD1 GPR133 PGR25,ADGRD1
Adgre1,group2/group1,1.61,0.305540877234435,Adgre1,ADGRE1 EMR1 TM7LN3,ADGRE1
Adgre5,group2/group1,-0.03,0.935723296375118,Adgre5,ADGRE5 CD97,ADGRE5
Adgrf1,group2/group1,0.0,1.0,Adgrf1,ADGRF1 GPR110 PGR19,ADGRF1
Adgrf2,group2/group1,0.0,1.0,Adgrf2,ADGRF2 GPR111 PGR20,ADGRF2
Adgrf3,group2/group1,4.03,0.195570111929491,Adgrf3,ADGRF3 GPR113 PGR23 UNQ9196/PRO34000,ADGRF3
Adgrf4,group2/group1,0.0,1.0,Adgrf4,ADGRF4 GPR115 PGR18,ADGRF4
Adgrf5,group2/group1,0.0,1.0,Adgrf5,ADGRF5 GPR116 KIAA0758,ADGRF5
Adgrg1,group2/group1,6.38,0.161417002772489,Adgrg1,ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083,ADGRG1
Adgrg2,group2/group1,0.0,1.0,Adgrg2,ADGRG2 GPR64 HE6 TM7LN2,ADGRG2
Adgrg3,group2/group1,0.0,1.0,Adgrg3,ADGRG3 GPR97 PGR26,ADGRG3
Adgrg5,group2/group1,-8.4,0.00330734998688564,Adgrg5,ADGRG5 GPR114 PGR27 UNQ2524/PRO6017,ADGRG5
Adgrg6,group2/group1,0.87,0.780227300639837,Adgrg6,ADGRG6 DREG GPR126 VIGR,ADGRG6
Adgrg7,group2/group1,6.39,0.162976945928995,Adgrg7,ADGRG7 GPR128,ADGRG7
Adgrl1,group2/group1,0.0,1.0,Adgrl1,ADGRL1 KIAA0821 LEC2 LPHN1,ADGRL1
Adgrl2,group2/group1,-5.13,0.24266897295752,Adgrl2,ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2,ADGRL2
Adgrl3,group2/group1,0.0,1.0,Adgrl3,ADGRL3 KIAA0768 LEC3 LPHN3,ADGRL3
Adgrl4,group2/group1,0.0,1.0,Adgrl4,ADGRL4 ELTD1 ETL UNQ202/PRO228,ADGRL4
Adgrv1,group2/group1,0.0,1.0,Adgrv1,ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1,ADGRV1
Adh1,group2/group1,0.0,1.0,Adh1,ADH1A ADH1,ADH1A
Adh4,group2/group1,0.0,1.0,Adh4,ADH4,ADH4
Adh5,group2/group1,-0.48,0.398453758059739,Adh5,ADH5 ADHX FDH,ADH5
Adh7,group2/group1,3.18,0.312150606253048,Adh7,ADH7,ADH7
Adhfe1,group2/group1,0.0,1.0,Adhfe1,ADHFE1 HMFT2263,ADHFE1
Adi1,group2/group1,-0.99,0.445305908172794,Adi1,ADI1 MTCBP1 HMFT1638,ADI1
Adig,group2/group1,0.0,1.0,Adig,ADIG,ADIG
Adipoq,group2/group1,0.0,1.0,Adipoq,ADIPOQ ACDC ACRP30 APM1 GBP28,ADIPOQ
Adipor1,group2/group1,0.22,0.561669651270393,Adipor1,ADIPOR1 PAQR1 TESBP1A CGI-45,ADIPOR1
Adipor2,group2/group1,0.15,0.876442324111587,Adipor2,ADIPOR2 PAQR2,ADIPOR2
Adk,group2/group1,0.58,0.426421796893683,Adk,ADK,ADK
Adm,group2/group1,0.0,1.0,Adm,ADM AM,ADM
Adm2,group2/group1,0.0,1.0,Adm2,ADM2 AM2,ADM2
Adnp,group2/group1,-0.37,0.848084303525015,Adnp,ADNP ADNP1 KIAA0784,ADNP
Adnp2,group2/group1,-6.13,0.190523544893186,Adnp2,ADNP2 KIAA0863 ZNF508,ADNP2
Ado,group2/group1,-0.94,0.575733171845506,Ado,ADO C10orf22,ADO
Adora1,group2/group1,0.0,1.0,Adora1,ADORA1,ADORA1
Adora2a,group2/group1,1.0,0.637096501661753,Adora2a,ADORA2A ADORA2,ADORA2A
Adora2b,group2/group1,-0.63,0.697526285196658,Adora2b,ADORA2B,ADORA2B
Adora3,group2/group1,-0.24,0.910124306218448,Adora3,ADORA3,ADORA3
Adpgk,group2/group1,-0.52,0.441798142130307,Adpgk,ADPGK PSEC0260,ADPGK
Adprh,group2/group1,0.08,0.847758422482194,Adprh,ADPRH ARH1,ADPRH
Adprhl1,group2/group1,0.0,1.0,Adprhl1,ADPRHL1 ARH2,ADPRHL1
Adprhl2,group2/group1,0.18,0.870528063683052,Adprhl2,ADPRS ADPRHL2 ARH3,ADPRS
Adprm,group2/group1,1.16,0.347138790653426,Adprm,ADPRM C17orf48 MDS006 Nbla03831,ADPRM
Adra1a,group2/group1,0.0,1.0,Adra1a,ADRA1D ADRA1A,ADRA1D
Adra1a,group2/group1,0.0,1.0,Adra1a,ADRA1A ADRA1C,ADRA1A
Adra1b,group2/group1,0.0,1.0,Adra1b,ADRA1B,ADRA1B
Adra1d,group2/group1,0.0,1.0,Adra1d,ADRA1D ADRA1A,ADRA1D
Adra2a,group2/group1,0.0,1.0,Adra2a,ADRA2A ADRA2R ADRAR,ADRA2A
Adra2b,group2/group1,0.0,1.0,Adra2b,ADRA2B ADRA2L1 ADRA2RL1,ADRA2B
Adra2c,group2/group1,0.0,1.0,Adra2c,ADRA2C ADRA2L2 ADRA2RL2,ADRA2C
Adrb1,group2/group1,0.0,1.0,Adrb1,ADRB1 ADRB1R B1AR,ADRB1
Adrb2,group2/group1,-0.55,0.615316586018265,Adrb2,ADRB2 ADRB2R B2AR,ADRB2
Adrb3,group2/group1,0.0,1.0,Adrb3,ADRB3 ADRB3R B3AR,ADRB3
Adrbk1,group2/group1,-0.57,0.24642085039168,Adrbk1,GRK2 ADRBK1 BARK BARK1,GRK2
Adrbk2,group2/group1,0.51,0.760294549907129,Adrbk2,GRK3 ADRBK2 BARK2,GRK3
Adrm1,group2/group1,0.43,0.39307405893418,Adrm1,ADRM1 GP110,ADRM1
Adsl,group2/group1,0.26,0.571716560080871,Adsl,ADSL AMPS,ADSL
Adss,group2/group1,-1.01,0.123687173014842,Adss,ADSS2 ADSS,ADSS2
Adssl1,group2/group1,0.64,0.413356501053067,Adssl1,ADSS1 ADSSL1,ADSS1
Adtrp,group2/group1,0.0,1.0,Adtrp,ADTRP C6orf105,ADTRP
Aebp1,group2/group1,7.08,0.0165727885645329,Aebp1,AEBP1 ACLP,AEBP1
Aebp2,group2/group1,1.52,0.288896707215432,Aebp2,AEBP2,AEBP2
Aen,group2/group1,-0.88,0.778255998928658,Aen,AEN ISG20L1 SBBI58,AEN
Aes,group2/group1,-0.45,0.517613234261916,Aes,TLE5 AES GRG GRG5,TLE5
Afap1,group2/group1,0.83,0.168306480159589,Afap1,AFAP1 AFAP,AFAP1
Afap1l1,group2/group1,0.0,1.0,Afap1l1,AFAP1L1,AFAP1L1
Afap1l2,group2/group1,0.0,1.0,Afap1l2,AFAP1L2 KIAA1914 XB130,AFAP1L2
Aff1,group2/group1,0.16,0.840014034709626,Aff1,AFF1 AF4 FEL MLLT2 PBM1,AFF1
Aff2,group2/group1,0.0,1.0,Aff2,AFF2 FMR2 OX19,AFF2
Aff3,group2/group1,-5.98,0.200516252321271,Aff3,AFF3 LAF4,AFF3
Aff4,group2/group1,0.7,0.369438305784742,Aff4,AFF4 AF5Q31 MCEF HSPC092,AFF4
Afg3l2,group2/group1,-1.09,0.445143013443985,Afg3l2,AFG3L2,AFG3L2
Afm,group2/group1,0.0,1.0,Afm,AFM ALB2 ALBA,AFM
Afmid,group2/group1,-5.74,0.182264425133614,Afmid,AFMID,AFMID
Afp,group2/group1,0.0,1.0,Afp,AFP HPAFP,AFP
Aftph,group2/group1,0.91,0.230156217686688,Aftph,AFTPH AFTH,AFTPH
Aga,group2/group1,-0.78,0.651240995266654,Aga,AGA,AGA
Agap1,group2/group1,2.8,0.270163305331044,Agap1,AGAP1 CENTG2 KIAA1099,AGAP1
Agap2,group2/group1,-6.04,0.160614036781118,Agap2,AGAP2 CENTG1 KIAA0167,AGAP2
Agap3,group2/group1,-5.88,0.171961689805737,Agap3,AGAP3 CENTG3,AGAP3
Agbl1,group2/group1,0.0,1.0,Agbl1,AGBL1 CCP4,AGBL1
Agbl2,group2/group1,0.0,1.0,Agbl2,AGBL2 CCP2,AGBL2
Agbl3,group2/group1,-2.96,0.348574555791199,Agbl3,AGBL3 CCP3,AGBL3
Agbl4,group2/group1,0.0,1.0,Agbl4,AGBL4 CCP6,AGBL4
Agbl5,group2/group1,-5.9,0.180752671335429,Agbl5,AGBL5 CCP5,AGBL5
Ager,group2/group1,0.0,1.0,Ager,AGER RAGE,AGER
Agfg1,group2/group1,-0.2,0.929397996406392,Agfg1,AGFG1 HRB RAB RIP,AGFG1
Agfg2,group2/group1,-0.08,0.954454848402365,Agfg2,AGFG2 HRBL RABR,AGFG2
Aggf1,group2/group1,-1.0,0.411671877438029,Aggf1,AGGF1 GPATC7 GPATCH7 VG5Q,AGGF1
Agk,group2/group1,0.53,0.806981292369077,Agk,AGK MULK,AGK
Agl,group2/group1,0.6,0.803555020361247,Agl,AGL GDE,AGL
Agmat,group2/group1,0.0,1.0,Agmat,AGMAT,AGMAT
Agmo,group2/group1,-6.28,0.179068386686776,Agmo,AGMO TMEM195,AGMO
Ago1,group2/group1,-3.0,0.357222399294884,Ago1,AGO1 EIF2C1,AGO1
Ago2,group2/group1,-0.61,0.567967466007293,Ago2,AGO2 EIF2C2,AGO2
Ago3,group2/group1,-6.54,0.12026715474569,Ago3,AGO3 EIF2C3,AGO3
Ago4,group2/group1,6.38,0.161417002772489,Ago4,AGO4 EIF2C4 KIAA1567,AGO4
Agpat1,group2/group1,0.11,0.892860472551423,Agpat1,AGPAT1 G15,AGPAT1
Agpat2,group2/group1,0.76,0.773369461187573,Agpat2,AGPAT2,AGPAT2
Agpat3,group2/group1,-0.42,0.55070587876878,Agpat3,AGPAT3 LPAAT3 UNQ759/PRO1490,AGPAT3
Agpat4,group2/group1,-0.07,0.871763359596448,Agpat4,AGPAT4 UNQ499/PRO1016,AGPAT4
Agpat5,group2/group1,-0.02,0.981888180308225,Agpat5,AGPAT5,AGPAT5
Agpat6,group2/group1,0.13,0.868291244582146,Agpat6,GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108,GPAT4
Agpat9,group2/group1,7.53,0.0340888974453857,Agpat9,GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492,GPAT3
Agps,group2/group1,-3.95,0.247191289041721,Agps,AGPS AAG5,AGPS
Agr2,group2/group1,0.0,1.0,Agr2,AGR2 AG2 UNQ515/PRO1030,AGR2
Agr3,group2/group1,0.0,1.0,Agr3,AGR3 BCMP11 PDIA18 UNQ642/PRO1272,AGR3
Agrn,group2/group1,-6.6,0.112913765119269,Agrn,AGRN AGRIN,AGRN
Agrp,group2/group1,-5.64,0.22137699086963,Agrp,AGRP AGRT ART,AGRP
Agt,group2/group1,0.0,1.0,Agt,AGT SERPINA8,AGT
Agtpbp1,group2/group1,0.08,0.959148435792617,Agtpbp1,AGTPBP1 CCP1 KIAA1035 NNA1,AGTPBP1
Agtr1a,group2/group1,0.0,1.0,Agtr1a,AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,AGTR1
Agtr1b,group2/group1,0.0,1.0,Agtr1b,AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,AGTR1
Agtr2,group2/group1,0.0,1.0,Agtr2,AGTR2,AGTR2
Agtrap,group2/group1,0.62,0.550803075370803,Agtrap,AGTRAP ATRAP,AGTRAP
Agxt,group2/group1,0.0,1.0,Agxt,AGXT AGT1 SPAT,AGXT
Agxt2,group2/group1,0.0,1.0,Agxt2,AGXT2 AGT2,AGXT2
Ahctf1,group2/group1,2.17,0.0848985207357876,Ahctf1,AHCTF1 ELYS TMBS62 MSTP108,AHCTF1
Ahcy,group2/group1,0.99,0.311568721313002,Ahcy,AHCY SAHH,AHCY
Ahcyl1,group2/group1,-1.89,0.348078698515618,Ahcyl1,AHCYL1 DCAL IRBIT XPVKONA,AHCYL1
Ahcyl2,group2/group1,-0.05,0.970112432619743,Ahcyl2,AHCYL2 KIAA0828,AHCYL2
Ahdc1,group2/group1,0.0,1.0,Ahdc1,AHDC1,AHDC1
Ahi1,group2/group1,-6.43,0.128642091878985,Ahi1,AHI1,AHI1
Ahnak,group2/group1,-0.03,0.934282221135776,Ahnak,AHNAK PM227,AHNAK
Ahr,group2/group1,-0.34,0.477503846440844,Ahr,AHR BHLHE76,AHR
Ahrr,group2/group1,0.0,1.0,Ahrr,AHRR BHLHE77 KIAA1234,AHRR
Ahsa1,group2/group1,-0.38,0.365465464054976,Ahsa1,AHSA1 C14orf3 HSPC322,AHSA1
Ahsa2,group2/group1,-0.2,0.908894898816065,Ahsa2,AHSA2P AHSA2,AHSA2P
Ahsg,group2/group1,0.0,1.0,Ahsg,AHSG FETUA PRO2743,AHSG
Aicda,group2/group1,0.0,1.0,Aicda,AICDA AID,AICDA
Aida,group2/group1,-1.17,0.606354387584406,Aida,AIDA C1orf80,AIDA
Aif1,group2/group1,-0.14,0.75482577751785,Aif1,AIF1 G1 IBA1,AIF1
Aif1l,group2/group1,6.79,0.113460514693938,Aif1l,AIF1L C9orf58 IBA2 UNQ672/PRO1306,AIF1L
Aifm1,group2/group1,0.34,0.743487827302347,Aifm1,AIFM1 AIF PDCD8,AIFM1
Aifm2,group2/group1,1.16,0.351810770936375,Aifm2,AIFM2 AMID PRG3,AIFM2
Aifm3,group2/group1,0.0,1.0,Aifm3,AIFM3 AIFL,AIFM3
Aig1,group2/group1,-0.31,0.865143252373129,Aig1,AIG1 CGI-103,AIG1
Aim1,group2/group1,0.38,0.695612243331224,Aim1,AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5,AURKB
Aim1,group2/group1,0.38,0.695612243331224,Aim1,SLC45A2 AIM1 MATP,SLC45A2
Aim1,group2/group1,0.38,0.695612243331224,Aim1,CRYBG1 AIM1,CRYBG1
Aim1l,group2/group1,-4.94,0.24996450945397,Aim1l,CRYBG2 AIM1L,CRYBG2
Aim2,group2/group1,-0.04,0.960875618963804,Aim2,AIM2,AIM2
Aimp1,group2/group1,1.21,0.107012234828628,Aimp1,AIMP1 EMAP2 SCYE1,AIMP1
Aimp2,group2/group1,0.71,0.245821936779607,Aimp2,AIMP2 JTV1 PRO0992,AIMP2
Aip,group2/group1,-0.37,0.407996048361724,Aip,AIP XAP2,AIP
Aip,group2/group1,-0.37,0.407996048361724,Aip,AURKAIP1 AIP AKIP MRPS38,AURKAIP1
Aip,group2/group1,-0.37,0.407996048361724,Aip,AIP XAP2,AIP
Aip,group2/group1,-0.37,0.407996048361724,Aip,AURKAIP1 AIP AKIP MRPS38,AURKAIP1
Aipl1,group2/group1,7.19,0.097012684932663,Aipl1,AIPL1 AIPL2,AIPL1
Aire,group2/group1,0.0,1.0,Aire,AIRE APECED,AIRE
Ajap1,group2/group1,0.0,1.0,Ajap1,AJAP1 MOT8 SHREW1,AJAP1
Ajuba,group2/group1,6.92,0.118597665265164,Ajuba,AJUBA JUB,AJUBA
Ak1,group2/group1,8.15,0.0346063671587849,Ak1,AK1,AK1
Ak2,group2/group1,0.21,0.630398929550263,Ak2,AK2 ADK2,AK2
Ak3,group2/group1,-1.08,0.544348965071406,Ak3,AK4 AK3 AK3L1,AK4
Ak3,group2/group1,-1.08,0.544348965071406,Ak3,AK3 AK3L1 AK6 AKL3L,AK3
Ak4,group2/group1,6.93,0.0795537518427141,Ak4,AK4 AK3 AK3L1,AK4
Ak5,group2/group1,6.29,0.168482079297129,Ak5,AK5,AK5
Ak6,group2/group1,-0.11,0.890694828525706,Ak6,AK3 AK3L1 AK6 AKL3L,AK3
Ak6,group2/group1,-0.11,0.890694828525706,Ak6,AK6 CINAP AD-004 CGI-137,AK6
Ak7,group2/group1,0.0,1.0,Ak7,AK7,AK7
Ak8,group2/group1,-6.11,0.154161964502211,Ak8,AK8 C9orf98,AK8
Akap1,group2/group1,1.82,0.446761279037684,Akap1,AKAP1 AKAP149 PRKA1,AKAP1
Akap10,group2/group1,1.28,0.624213167820553,Akap10,AKAP10,AKAP10
Akap11,group2/group1,-0.14,0.916444173660392,Akap11,AKAP11 AKAP220 KIAA0629,AKAP11
Akap12,group2/group1,0.0,1.0,Akap12,AKAP12 AKAP250,AKAP12
Akap13,group2/group1,-0.09,0.824531687379551,Akap13,AKAP13 BRX HT31 LBC,AKAP13
Akap14,group2/group1,0.0,1.0,Akap14,AKAP14 AKAP28,AKAP14
Akap2,group2/group1,0.0,1.0,Akap2,AKAP2 KIAA0920 PRKA2,AKAP2
Akap3,group2/group1,0.0,1.0,Akap3,AKAP3 AKAP110 SOB1,AKAP3
Akap4,group2/group1,0.0,1.0,Akap4,AKAP4 AKAP82,AKAP4
Akap5,group2/group1,-6.61,0.15369539010255,Akap5,AKAP5 AKAP79,AKAP5
Akap6,group2/group1,0.0,1.0,Akap6,AKAP6 AKAP100 KIAA0311,AKAP6
Akap7,group2/group1,0.66,0.832407817707718,Akap7,AKAP7 AKAP15 AKAP18,AKAP7
Akap7,group2/group1,0.66,0.832407817707718,Akap7,AKAP7 AKAP18,AKAP7
Akap8,group2/group1,1.78,0.0682916952255399,Akap8,AKAP8 AKAP95,AKAP8
Akap8l,group2/group1,0.28,0.782405788305947,Akap8l,AKAP8L NAKAP NAKAP95 HRIHFB2018,AKAP8L
Akap9,group2/group1,-0.16,0.818738950474454,Akap9,AKAP9 AKAP350 AKAP450 KIAA0803,AKAP9
Akip1,group2/group1,-7.46,0.0409848795468866,Akip1,AKIP1 BCA3 C11orf17,AKIP1
Akirin1,group2/group1,0.48,0.232095440099647,Akirin1,AKIRIN1 C1orf108,AKIRIN1
Akirin2,group2/group1,-0.81,0.72961333168119,Akirin2,AKIRIN2 C6orf166,AKIRIN2
Akna,group2/group1,0.33,0.811865140570518,Akna,AKNA KIAA1968,AKNA
Aknad1,group2/group1,0.0,1.0,Aknad1,AKNAD1 C1orf62,AKNAD1
Akr1a1,group2/group1,0.12,0.680436343549135,Akr1a1,AKR1A1 ALDR1 ALR,AKR1A1
Akr1b10,group2/group1,-0.21,0.908551027014146,Akr1b10,AKR1B10 AKR1B11,AKR1B10
Akr1d1,group2/group1,0.0,1.0,Akr1d1,AKR1D1 SRD5B1,AKR1D1
Akt1,group2/group1,0.01,0.989936525688763,Akt1,AKT1 PKB RAC,AKT1
Akt1s1,group2/group1,-0.69,0.787055560897412,Akt1s1,AKT1S1 PRAS40,AKT1S1
Akt2,group2/group1,0.2,0.735717145019545,Akt2,AKT2,AKT2
Akt3,group2/group1,-2.23,0.448036420916309,Akt3,AKT3 PKBG,AKT3
Aktip,group2/group1,-0.7,0.719487717603129,Aktip,AKTIP FTS,AKTIP
Alad,group2/group1,-6.01,0.00345330418795,Alad,ALAD,ALAD
Alas1,group2/group1,0.28,0.729001481383548,Alas1,ALAS1 ALAS3 ALASH OK/SW-cl.121,ALAS1
Alas2,group2/group1,-3.95,0.289448680629894,Alas2,ALAS2 ALASE ASB,ALAS2
Alb,group2/group1,0.0,1.0,Alb,ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341,ALB
Alb,group2/group1,0.0,1.0,Alb,FBF1 ALB KIAA1863,FBF1
Alcam,group2/group1,-0.27,0.546969383486663,Alcam,ALCAM MEMD,ALCAM
Aldh16a1,group2/group1,-0.78,0.611541057801731,Aldh16a1,ALDH16A1,ALDH16A1
Aldh18a1,group2/group1,-0.27,0.785708686159446,Aldh18a1,ALDH18A1 GSAS P5CS PYCS,ALDH18A1
Aldh1a1,group2/group1,0.0,1.0,Aldh1a1,ALDH1A1 ALDC ALDH1 PUMB1,ALDH1A1
Aldh1a2,group2/group1,0.0,1.0,Aldh1a2,ALDH1A2 RALDH2,ALDH1A2
Aldh1a3,group2/group1,0.0,1.0,Aldh1a3,ALDH1A3 ALDH6,ALDH1A3
Aldh1b1,group2/group1,-6.29,0.0200783244755835,Aldh1b1,ALDH1B1 ALDH5 ALDHX,ALDH1B1
Aldh1l1,group2/group1,6.99,0.115595598083849,Aldh1l1,ALDH1L1 FTHFD,ALDH1L1
Aldh1l2,group2/group1,0.0,1.0,Aldh1l2,ALDH1L2,ALDH1L2
Aldh2,group2/group1,0.72,0.212837562567887,Aldh2,ALDH2 ALDM,ALDH2
Aldh3a1,group2/group1,7.56,0.068942346578837,Aldh3a1,ALDH3A1 ALDH3,ALDH3A1
Aldh3a2,group2/group1,0.43,0.51559476564024,Aldh3a2,ALDH3A2 ALDH10 FALDH,ALDH3A2
Aldh3b1,group2/group1,0.3,0.841237423399779,Aldh3b1,ALDH3B1 ALDH7,ALDH3B1
Aldh3b2,group2/group1,0.0,1.0,Aldh3b2,ALDH3B2 ALDH8,ALDH3B2
Aldh4a1,group2/group1,0.29,0.89030369750381,Aldh4a1,ALDH4A1 ALDH4 P5CDH,ALDH4A1
Aldh5a1,group2/group1,0.0,1.0,Aldh5a1,ALDH5A1 SSADH,ALDH5A1
Aldh6a1,group2/group1,1.73,0.492010846337802,Aldh6a1,ALDH6A1 MMSDH,ALDH6A1
Aldh7a1,group2/group1,-0.18,0.925557854294594,Aldh7a1,ALDH7A1 ATQ1,ALDH7A1
Aldh8a1,group2/group1,0.0,1.0,Aldh8a1,ALDH8A1 ALDH12,ALDH8A1
Aldh9a1,group2/group1,-0.06,0.881974807801814,Aldh9a1,ALDH9A1 ALDH4 ALDH7 ALDH9,ALDH9A1
Aldoa,group2/group1,1.46,0.000481136882629675,Aldoa,ALDOA ALDA,ALDOA
Aldob,group2/group1,0.0,1.0,Aldob,ALDOB ALDB,ALDOB
Aldoc,group2/group1,0.76,0.160041107365789,Aldoc,ALDOC ALDC,ALDOC
Alg1,group2/group1,0.88,0.414558083863714,Alg1,ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870,ALG1
Alg10b,group2/group1,-4.02,0.266768788952025,Alg10b,ALG10B KCR1,ALG10B
Alg11,group2/group1,0.0,1.0,Alg11,ALG11 GT8,ALG11
Alg12,group2/group1,-7.14,0.0652225036700781,Alg12,ALG12 PP14673,ALG12
Alg13,group2/group1,-0.38,0.850781977882696,Alg13,ALG13 CXorf45 GLT28D1 MDS031,ALG13
Alg14,group2/group1,0.86,0.564255800454575,Alg14,ALG14,ALG14
Alg2,group2/group1,0.63,0.375823874823819,Alg2,PDCD6 ALG2,PDCD6
Alg2,group2/group1,0.63,0.375823874823819,Alg2,ALG2 UNQ666/PRO1298,ALG2
Alg3,group2/group1,-0.4,0.64361371203122,Alg3,ALG3 NOT NOT56L,ALG3
Alg5,group2/group1,0.86,0.231251771902627,Alg5,ALG5 HSPC149,ALG5
Alg6,group2/group1,1.45,0.486029269864657,Alg6,ALG6 My046,ALG6
Alg8,group2/group1,-2.4,0.156831711711962,Alg8,ALG8 HUSSY-02,ALG8
Alg9,group2/group1,-0.08,0.975418090651142,Alg9,ALG9 DIBD1,ALG9
Alk,group2/group1,0.0,1.0,Alk,ALK,ALK
Alkbh1,group2/group1,-6.97,0.100879730606127,Alkbh1,ALKBH1 ABH ABH1 ALKBH,ALKBH1
Alkbh2,group2/group1,0.77,0.802733002115973,Alkbh2,ALKBH2 ABH2,ALKBH2
Alkbh3,group2/group1,0.28,0.723315524585324,Alkbh3,ALKBH3 ABH3 DEPC1,ALKBH3
Alkbh4,group2/group1,0.02,0.993884830516539,Alkbh4,ALKBH4 ABH4,ALKBH4
Alkbh5,group2/group1,1.18,0.217899193581014,Alkbh5,ALKBH5 ABH5 OFOXD1,ALKBH5
Alkbh6,group2/group1,0.19,0.85750300533375,Alkbh6,ALKBH6 ABH6,ALKBH6
Alkbh7,group2/group1,0.52,0.666038427677877,Alkbh7,ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564,ALKBH7
Alkbh8,group2/group1,7.28,0.0895755868981023,Alkbh8,ALKBH8 ABH8,ALKBH8
Allc,group2/group1,0.0,1.0,Allc,ALLC,ALLC
Alms1,group2/group1,0.0,1.0,Alms1,ALMS1 KIAA0328,ALMS1
Alox12,group2/group1,0.0,1.0,Alox12,ALOX12 12LO LOG12,ALOX12
Alox12b,group2/group1,0.0,1.0,Alox12b,ALOX12B,ALOX12B
Alox15,group2/group1,0.0,1.0,Alox15,ALOX15 LOG15,ALOX15
Alox5,group2/group1,0.0,1.0,Alox5,ALOX5 LOG5,ALOX5
Alox5ap,group2/group1,-0.87,0.0231949574370196,Alox5ap,ALOX5AP FLAP,ALOX5AP
Aloxe3,group2/group1,0.0,1.0,Aloxe3,ALOXE3,ALOXE3
Alpi,group2/group1,0.0,1.0,Alpi,ALPI,ALPI
Alpk1,group2/group1,0.22,0.928335749893981,Alpk1,ALPK1 KIAA1527 LAK,ALPK1
Alpk2,group2/group1,0.0,1.0,Alpk2,ALPK2 HAK,ALPK2
Alpk3,group2/group1,0.0,1.0,Alpk3,ALPK3 KIAA1330 MAK,ALPK3
Alpl,group2/group1,0.0,1.0,Alpl,ALPL,ALPL
Alppl2,group2/group1,1.82,0.446761279037684,Alppl2,ALPG ALPPL ALPPL2,ALPG
Als2,group2/group1,0.47,0.716432228521452,Als2,ALS2 ALS2CR6 KIAA1563,ALS2
Als2cl,group2/group1,-5.01,0.225639860191145,Als2cl,ALS2CL,ALS2CL
Als2cr11,group2/group1,0.0,1.0,Als2cr11,C2CD6 ALS2CR11 CATSPERT,C2CD6
Als2cr12,group2/group1,6.48,0.154553200744905,Als2cr12,FLACC1 ALS2CR12,FLACC1
Alx1,group2/group1,0.0,1.0,Alx1,ALX1 CART1,ALX1
Alx3,group2/group1,0.0,1.0,Alx3,ALX3,ALX3
Alx4,group2/group1,0.0,1.0,Alx4,ALX4 KIAA1788,ALX4
Alyref,group2/group1,-0.8,0.309974268873238,Alyref,ALYREF ALY BEF THOC4,ALYREF
